name	x	y	z	size	group	hemisphere
RIPLMI1	41.98	1.89	20.65	n/a	RIPLMI	R
RIPLMI2	43.78272727272727	0.4463636363636363	23.19272727272727	n/a	RIPLMI	R
RIPLMI3	45.585454545454546	-0.9972727272727273	25.735454545454544	n/a	RIPLMI	R
RIPLMI4	47.38818181818182	-2.4409090909090914	28.278181818181817	n/a	RIPLMI	R
RIPLMI5	49.19090909090909	-3.8845454545454547	30.82090909090909	n/a	RIPLMI	R
RIPLMI6	50.99363636363636	-5.328181818181819	33.36363636363636	n/a	RIPLMI	R
RIPLMI7	52.79636363636364	-6.771818181818182	35.906363636363636	n/a	RIPLMI	R
RIPLMI8	54.59909090909091	-8.215454545454547	38.449090909090906	n/a	RIPLMI	R
RIPLMI9	56.401818181818186	-9.659090909090908	40.991818181818175	n/a	RIPLMI	R
RIPLMI10	58.20454545454545	-11.102727272727273	43.53454545454545	n/a	RIPLMI	R
RIPLMI11	60.007272727272735	-12.546363636363637	46.07727272727273	n/a	RIPLMI	R
RIPLMI12	61.81	-13.99	48.62	n/a	RIPLMI	R
RHGMI1	50.3	5.91	-16.0	n/a	RHGMI	R
RHGMI2	51.583999999999996	3.3646666666666665	-13.914	n/a	RHGMI	R
RHGMI3	52.867999999999995	0.8193333333333328	-11.828	n/a	RHGMI	R
RHGMI4	54.152	-1.7260000000000009	-9.742	n/a	RHGMI	R
RHGMI5	55.436	-4.2713333333333345	-7.656000000000001	n/a	RHGMI	R
RHGMI6	56.72	-6.816666666666668	-5.57	n/a	RHGMI	R
RHGMI7	58.004	-9.362000000000002	-3.484	n/a	RHGMI	R
RHGMI8	59.288	-11.907333333333337	-1.3979999999999997	n/a	RHGMI	R
RHGMI9	60.572	-14.45266666666667	0.6879999999999988	n/a	RHGMI	R
RHGMI10	61.856	-16.998000000000005	2.774000000000001	n/a	RHGMI	R
RHGMI11	63.14	-19.543333333333337	4.859999999999999	n/a	RHGMI	R
RHGMI12	64.424	-22.088666666666672	6.9460000000000015	n/a	RHGMI	R
RHGMI13	65.708	-24.634000000000004	9.032	n/a	RHGMI	R
RHGMI14	66.992	-27.179333333333336	11.117999999999999	n/a	RHGMI	R
RHGMI15	68.27600000000001	-29.724666666666675	13.204	n/a	RHGMI	R
RHGMI16	69.56	-32.27	15.29	n/a	RHGMI	R
RMLTHI1	44.07	-7.61	-17.36	n/a	RMLTHI	R
RMLTHI2	47.08	-9.074545454545454	-17.21181818181818	n/a	RMLTHI	R
RMLTHI3	50.09	-10.539090909090909	-17.063636363636363	n/a	RMLTHI	R
RMLTHI4	53.1	-12.003636363636364	-16.915454545454544	n/a	RMLTHI	R
RMLTHI5	56.11	-13.468181818181819	-16.767272727272726	n/a	RMLTHI	R
RMLTHI6	59.120000000000005	-14.932727272727274	-16.619090909090907	n/a	RMLTHI	R
RMLTHI7	62.13	-16.39727272727273	-16.470909090909092	n/a	RMLTHI	R
RMLTHI8	65.14	-17.861818181818183	-16.322727272727274	n/a	RMLTHI	R
RMLTHI9	68.15	-19.326363636363638	-16.174545454545456	n/a	RMLTHI	R
RMLTHI10	71.16000000000001	-20.790909090909093	-16.026363636363637	n/a	RMLTHI	R
RMLTHI11	74.17000000000002	-22.255454545454544	-15.878181818181819	n/a	RMLTHI	R
RMLTHI12	77.18	-23.72	-15.73	n/a	RMLTHI	R
RPIFOI1	38.51	16.49	12.01	n/a	RPIFOI	R
RPIFOI2	41.32	14.678181818181816	12.639090909090909	n/a	RPIFOI	R
RPIFOI3	44.129999999999995	12.866363636363635	13.268181818181818	n/a	RPIFOI	R
RPIFOI4	46.94	11.054545454545453	13.897272727272727	n/a	RPIFOI	R
RPIFOI5	49.75	9.242727272727272	14.526363636363635	n/a	RPIFOI	R
RPIFOI6	52.56	7.430909090909088	15.155454545454546	n/a	RPIFOI	R
RPIFOI7	55.370000000000005	5.619090909090907	15.784545454545453	n/a	RPIFOI	R
